6307 BIO10 2
31443 92 FIS01
31444 30 FIS01
31445 73 CHIM02
31446 14 IINF04
31447 33 CHIM02
31448 76 IINF04
31449 23 AGR03
31450 35 CHIM02
31451 36 MED18
31452 20 AGR03
31453 97 BIO10
31454 66 IINF04
31455 80 IINF05
31456 60 CHIM02
31457 70 IINF05
31458 42 AGR03
31459 92 INF01
31460 30 AGR03
31461 36 IINF04
31462 61 IINF04
31463 11 INGIND35
31464 52 FIS01
31465 53 IINF04
31466 64 IINF05
31467 91 BIO10
31468 47 MED18
31469 46 BIO10
31470 48 AGR03
31471 69 MAT01
31472 9 MED18
31473 30 AGR03
31474 8 MED18
31475 15 IINF04
31476 14 AGR03
31477 75 MED18
31478 37 INGIND35
31479 91 AGR03
31480 15 INF01
31481 22 BIO10
31482 3 IINF04
31483 59 IINF05
31484 59 INF01
31485 50 BIO10
31486 14 AGR03
31487 97 MAT01
31488 30 MAT01
31489 17 IINF04
31490 22 MED18
31491 45 IINF04
31492 98 BIO10
31493 81 BIO10
31494 57 INF01
31495 32 INF01
31496 40 IINF04
31497 25 INGIND35
31498 94 AGR03
31499 62 MAT01
31500 13 INF01
31501 80 MAT01
31502 86 IINF04
31503 58 CHIM02
31504 58 AGR03
31505 77 IINF05
31506 20 CHIM02
31507 87 BIO10
31508 11 BIO10
31509 75 MAT01
31510 62 FIS01
31511 56 AGR03
31512 84 BIO10
31513 2 MED18
31514 18 CHIM02
31515 67 FIS01
31516 84 MED18
31517 33 MAT01
31518 98 BIO10
31519 3 FIS01
31520 17 MED18
31521 26 MED18
31522 66 AGR03
31523 10 MAT01
31524 63 MED18
31525 46 FIS01
31526 75 IINF04
31527 49 IINF04
31528 96 CHIM02
31529 32 CHIM02
31530 61 IINF04
31531 93 BIO10
31532 65 MED18
31533 59 MED18
31534 38 INGIND35
31535 87 INF01
31536 42 MED18
31537 90 BIO10
31538 34 AGR03
31539 50 IINF05
31540 22 MAT01
31541 58 IINF04
31542 77 FIS01
31543 67 MAT01
31544 56 INGIND35
31545 22 AGR03
31546 81 MED18
31547 52 MED18
31548 70 CHIM02
31549 29 IINF05
31550 57 INGIND35
31551 66 AGR03
31552 83 IINF05
31553 32 IINF04
31554 84 BIO10
31555 20 INF01
31556 76 AGR03
31557 64 IINF05
31558 1 IINF04
31559 58 AGR03
31560 40 IINF05
31561 80 BIO10
31562 46 INGIND35
31563 83 AGR03
31564 9 MED18
31565 53 IINF04
31566 17 CHIM02
31567 91 MAT01
31568 51 IINF05
31569 20 CHIM02
31570 24 IINF04
31571 93 FIS01
31572 17 AGR03
31573 35 BIO10
31574 24 MAT01
31575 24 INGIND35
31576 80 MAT01
31577 86 IINF05
31578 51 MED18
31579 69 MED18
31580 12 IINF04
31581 16 BIO10
31582 81 IINF05
31583 19 MED18
31584 17 FIS01
31585 100 INF01
31586 19 CHIM02
31587 27 MED18
31588 45 MED18
31589 86 INF01
31590 81 IINF05
31591 72 MAT01
31592 68 INF01
31593 93 MAT01
31594 36 BIO10
31595 31 INGIND35
31596 47 FIS01
31597 92 IINF04
31598 43 INF01
31599 68 CHIM02
31600 15 AGR03
31601 78 BIO10
31602 32 AGR03
31603 47 CHIM02
31604 88 BIO10
31605 6 BIO10
31606 91 INGIND35
31607 100 IINF04
31608 38 IINF05
31609 43 INF01
31610 81 FIS01
31611 8 BIO10
31612 51 MAT01
31613 88 IINF05
31614 96 MED18
31615 65 AGR03
31616 55 MED18
31617 88 CHIM02
31618 67 BIO10
31619 89 INGIND35
31620 74 MED18
31621 51 IINF05
31622 92 FIS01
31623 93 FIS01
31624 22 IINF04
31625 47 FIS01
31626 61 MAT01
31627 68 CHIM02
31628 1 IINF05
31629 90 BIO10
31630 34 MAT01
31631 86 MED18
31632 28 AGR03
31633 63 IINF04
31634 90 MAT01
31635 36 AGR03
31636 84 IINF05
31637 13 BIO10
31638 71 AGR03
31639 14 INF01
31640 49 IINF04
31641 36 BIO10
31642 43 IINF04
31643 99 FIS01
31644 6 BIO10
31645 9 IINF04
31646 48 MED18
31647 66 INGIND35
31648 57 BIO10
31649 27 BIO10
31650 80 IINF04
31651 63 INF01
31652 14 FIS01
31653 26 IINF05
31654 80 BIO10
31655 39 AGR03
31656 63 MAT01
31657 88 IINF04
31658 42 IINF05
31659 51 CHIM02
31660 69 IINF05
31661 100 FIS01
31662 79 INF01
31663 23 FIS01
31664 60 MAT01
31665 73 FIS01
31666 14 CHIM02
31667 74 INGIND35
31668 96 BIO10
31669 64 MAT01
31670 47 CHIM02
31671 6 IINF05
31672 93 IINF04
31673 62 BIO10
31674 39 IINF04
31675 19 MAT01
31676 34 MED18
31677 91 IINF04
31678 37 INF01
31679 98 FIS01
31680 84 MAT01
31681 20 MED18
31682 12 INGIND35
31683 99 FIS01
31684 21 IINF04
31685 57 INF01
31686 60 INGIND35
31687 23 INF01
31688 10 CHIM02
31689 40 MAT01
31690 33 INF01
31691 28 BIO10
31692 38 BIO10
31693 8 MED18
31694 15 INGIND35
31695 8 FIS01
31696 81 BIO10
31697 33 IINF05
31698 8 MED18
31699 46 INGIND35
31700 94 IINF04
31701 33 CHIM02
31702 20 CHIM02
31703 40 IINF05
31704 32 CHIM02
31705 52 CHIM02
31706 61 MAT01
31707 9 CHIM02
31708 61 AGR03
31709 99 BIO10
31710 97 MAT01
31711 71 IINF04
31712 12 FIS01
31713 51 INGIND35
31714 28 MAT01
31715 20 INF01
31716 31 IINF05
31717 6 INF01
31718 26 IINF05
31719 8 MAT01
31720 2 BIO10
31721 47 CHIM02
31722 40 FIS01
31723 27 INGIND35
31724 10 FIS01
31725 28 IINF05
31726 94 MAT01
31727 97 INF01
31728 48 MED18
31729 51 INF01
31730 22 CHIM02
31731 8 IINF04
31732 27 INF01
31733 51 AGR03
31734 91 MAT01
31735 31 IINF04
31736 75 CHIM02
31737 49 AGR03
31738 34 MED18
31739 94 INF01
31740 39 INGIND35
31741 53 IINF05
31742 75 BIO10
31743 66 IINF04
31744 98 MED18
31745 100 INF01
31746 90 IINF05
31747 33 CHIM02
31748 68 INGIND35
31749 46 IINF04
31750 90 FIS01
31751 66 CHIM02
31752 21 INGIND35
31753 64 BIO10
31754 64 AGR03
31755 80 INF01
31756 75 INF01
31757 65 AGR03
31758 52 CHIM02
31759 63 BIO10
31760 66 IINF04
31761 22 CHIM02
31762 85 AGR03
31763 4 AGR03
31764 31 IINF04
31765 70 INGIND35
31766 32 IINF05
31767 89 CHIM02
31768 39 IINF05
31769 69 CHIM02
31770 100 MAT01
31771 51 IINF04
31772 80 MAT01
31773 86 MED18
31774 8 INGIND35
31775 65 IINF05
31776 15 BIO10
31777 28 IINF04
31778 19 FIS01
31779 5 INF01
31780 86 AGR03
31781 13 MAT01
31782 60 CHIM02
31783 28 INF01
31784 79 MED18
31785 48 CHIM02
31786 42 INGIND35
31787 83 BIO10
31788 44 MAT01
31789 80 INF01
31790 92 IINF04
31791 22 BIO10
31792 92 BIO10
31793 49 INF01
31794 79 INGIND35
31795 35 BIO10
31796 31 AGR03
31797 26 INF01
31798 86 MAT01
31799 6 IINF04
31800 95 MED18
31801 10 BIO10
31802 23 INGIND35
31803 17 AGR03
31804 48 INGIND35
31805 25 MAT01
31806 86 IINF05
31807 58 BIO10
31808 36 FIS01
31809 60 MAT01
31810 10 INGIND35
31811 18 INF01
31812 13 AGR03
31813 5 IINF04
31814 78 BIO10
31815 73 INGIND35
31816 55 BIO10
31817 44 IINF04
31818 53 MAT01
31819 50 FIS01
31820 92 MED18
31821 82 MED18
31822 33 IINF05
31823 55 MED18
31824 13 INF01
31825 63 IINF04
31826 19 MED18
31827 30 BIO10
31828 52 CHIM02
31829 30 IINF04
31830 2 BIO10
31831 10 CHIM02
31832 5 AGR03
31833 16 BIO10
31834 54 CHIM02
31835 5 INGIND35
31836 89 INGIND35
31837 12 MAT01
31838 57 BIO10
31839 11 INF01
31840 36 INF01
31841 33 INF01
31842 66 INF01
31843 28 CHIM02
31844 6 AGR03
31845 45 MED18
31846 86 AGR03
31847 74 AGR03
31848 19 IINF04
31849 87 INF01
31850 31 MED18
31851 49 FIS01
31852 12 BIO10
31853 74 INF01
31854 23 IINF05
31855 100 CHIM02
31856 62 BIO10
31857 54 MAT01
31858 58 INF01
31859 3 MED18
31860 94 MED18
31861 85 AGR03
31862 89 IINF05
31863 65 BIO10
31864 44 IINF04
31865 68 FIS01
31866 32 BIO10
31867 32 FIS01
31868 21 IINF05
31869 21 IINF04
31870 53 IINF05
31871 93 IINF05
31872 8 FIS01
31873 58 BIO10
31874 59 INF01
31875 93 CHIM02
31876 64 INF01
31877 17 MED18
31878 59 INGIND35
31879 46 MAT01
31880 97 INGIND35
31881 84 FIS01
31882 41 INGIND35
31883 86 FIS01
31884 62 IINF04
31885 90 IINF05
31886 7 INF01
31887 73 CHIM02
31888 54 INGIND35
31889 23 MAT01
31890 9 AGR03
31891 56 BIO10
31892 41 MAT01
31893 74 AGR03
31894 91 AGR03
31895 99 IINF05
31896 4 MED18
31897 89 MED18
31898 37 IINF04
31899 56 BIO10
31900 37 IINF04
31901 56 BIO10
31902 23 MED18
31903 74 INF01
31904 3 BIO10
31905 5 MED18
31906 60 MED18
31907 30 MAT01
31908 71 MAT01
31909 81 FIS01
31910 11 MED18
31911 35 BIO10
31912 1 IINF05
31913 29 FIS01
31914 67 INGIND35
31915 13 MAT01
31916 31 CHIM02
31917 50 AGR03
31918 3 IINF04
31919 96 IINF05
31920 91 CHIM02
31921 72 AGR03
31922 68 FIS01
31923 26 BIO10
31924 58 MAT01
31925 10 MAT01
31926 17 FIS01
31927 86 IINF04
31928 74 INF01
31929 85 MAT01
31930 67 CHIM02
31931 91 IINF05
31932 62 FIS01
31933 46 MAT01
31934 14 MAT01
31935 23 FIS01
31936 36 INGIND35
31937 11 AGR03
31938 80 BIO10
31939 76 IINF04
31940 62 CHIM02
31941 63 IINF05
31942 56 AGR03
31943 59 IINF05
31944 83 FIS01
31945 67 BIO10
31946 13 INF01
31947 33 BIO10
31948 23 INF01
31949 47 IINF05
31950 37 IINF05
31951 100 MAT01
31952 86 IINF05
31953 2 BIO10
31954 22 AGR03
31955 88 CHIM02
31956 29 AGR03
31957 38 FIS01
31958 31 MED18
31959 31 AGR03
31960 34 IINF04
31961 14 IINF05
31962 14 INF01
31963 8 MAT01
31964 22 FIS01
31965 43 INF01
31966 49 INGIND35
31967 36 BIO10
31968 57 INF01
31969 26 MED18
31970 88 IINF05
31971 28 CHIM02
31972 95 MED18
31973 77 BIO10
31974 79 IINF05
31975 19 MED18
31976 8 MED18
31977 90 IINF04
31978 86 IINF05
31979 69 IINF05
31980 21 INF01
31981 85 AGR03
31982 71 AGR03
31983 2 INF01
31984 98 INF01
31985 95 MAT01
31986 10 MAT01
31987 11 BIO10
31988 61 INGIND35
31989 48 IINF05
31990 87 FIS01
31991 20 FIS01
31992 45 IINF04
31993 4 INGIND35
31994 74 MED18
31995 33 IINF05
31996 99 INGIND35
31997 95 INF01
31998 33 CHIM02
31999 73 CHIM02
32000 89 MAT01
32001 88 AGR03
32002 4 IINF04
32003 67 IINF05
32004 34 MAT01
32005 36 MAT01
32006 83 CHIM02
32007 50 CHIM02
32008 58 CHIM02
32009 54 INF01
32010 80 MED18
32011 65 INF01
32012 57 MAT01
32013 5 CHIM02
32014 61 IINF04
32015 2 MAT01
32016 72 FIS01
32017 22 MAT01
32018 3 INF01
32019 68 FIS01
32020 70 IINF05
32021 90 IINF04
32022 27 IINF04
32023 12 IINF05
32024 18 MED18
32025 97 INGIND35
32026 48 MAT01
32027 27 INGIND35
32028 38 CHIM02
32029 82 MED18
32030 56 FIS01
32031 52 IINF05
32032 59 INGIND35
32033 27 IINF05
32034 41 IINF04
32035 31 INF01
32036 9 MAT01
32037 12 IINF04
32038 13 INGIND35
32039 2 INGIND35
32040 96 MAT01
32041 63 INGIND35
32042 66 MED18
32043 78 MED18
32044 70 IINF05
32045 82 INGIND35
32046 66 MAT01
32047 100 BIO10
32048 48 MAT01
32049 85 MAT01
32050 1 AGR03
32051 22 BIO10
32052 62 MED18
32053 31 IINF04
32054 42 INF01
32055 12 IINF05
32056 90 MED18
32057 22 MED18
32058 43 MAT01
32059 70 INGIND35
32060 24 INGIND35
32061 14 CHIM02
32062 35 INF01
32063 38 MED18
32064 54 IINF04
32065 23 IINF05
32066 84 IINF04
32067 35 MAT01
32068 72 INGIND35
32069 43 MED18
32070 11 BIO10
32071 91 FIS01
32072 15 INF01
32073 23 INGIND35
32074 74 MAT01
32075 99 INGIND35
32076 3 CHIM02
32077 64 INF01
32078 77 INGIND35
32079 44 AGR03
32080 77 MED18
32081 72 FIS01
32082 21 CHIM02
32083 3 INF01
32084 88 FIS01
32085 7 IINF05
32086 11 IINF05
32087 16 BIO10
32088 52 AGR03
32089 59 FIS01
32090 69 AGR03
32091 36 BIO10
32092 39 INF01
32093 84 IINF04
32094 53 CHIM02
32095 96 MED18
32096 39 INF01
32097 31 MAT01
32098 37 FIS01
32099 81 BIO10
32100 99 IINF04
32101 83 INF01
32102 42 BIO10
32103 69 CHIM02
32104 88 MED18
32105 13 MED18
32106 97 AGR03
32107 62 AGR03
32108 16 IINF05
32109 29 MAT01
32110 86 FIS01
32111 16 INGIND35
32112 11 IINF05
32113 46 MED18
32114 3 IINF04
32115 72 IINF04
32116 62 INGIND35
32117 28 FIS01
32118 14 AGR03
32119 46 FIS01
32120 76 BIO10
32121 93 INGIND35
32122 97 BIO10
32123 81 FIS01
32124 100 IINF05
32125 95 IINF04
32126 24 MED18
32127 1 MED18
32128 100 BIO10
32129 86 INGIND35
32130 72 INGIND35
32131 34 MAT01
32132 51 MAT01
32133 97 INF01
32134 28 AGR03
32135 43 CHIM02
32136 8 INGIND35
32137 4 MAT01
32138 5 MED18
32139 73 CHIM02
32140 84 INGIND35
32141 23 INGIND35
32142 38 FIS01
32143 16 CHIM02
32144 85 MED18
32145 45 MAT01
32146 99 MAT01
32147 79 BIO10
32148 59 FIS01
32149 34 MAT01
32150 58 MED18
32151 17 FIS01
32152 56 IINF04
32153 12 IINF04
32154 69 MED18
32155 27 MAT01
32156 30 FIS01
32157 68 AGR03
32158 43 IINF05
32159 92 IINF05
32160 51 INGIND35
32161 61 MED18
32162 10 INGIND35
32163 40 MED18
