5801 CHIM02 0
66832 99 INGIND35
66833 16 MAT01
66834 66 MAT01
66835 37 IINF04
66836 41 IINF04
66837 22 INF01
66838 14 MAT01
66839 59 AGR03
66840 17 INGIND35
66841 20 IINF04
66842 13 CHIM02
66843 40 MED18
66844 85 AGR03
66845 26 CHIM02
66846 97 INF01
66847 10 MED18
66848 48 MAT01
66849 97 INF01
66850 61 MED18
66851 67 FIS01
66852 52 MAT01
66853 77 CHIM02
66854 31 BIO10
66855 56 INGIND35
66856 58 IINF05
66857 5 INGIND35
66858 29 AGR03
66859 34 MAT01
66860 97 CHIM02
66861 49 MAT01
66862 42 INF01
66863 21 FIS01
66864 7 IINF04
66865 99 CHIM02
66866 26 IINF05
66867 75 MAT01
66868 92 CHIM02
66869 57 INGIND35
66870 35 MAT01
66871 68 INF01
66872 6 INGIND35
66873 81 INF01
66874 77 MAT01
66875 58 INF01
66876 59 CHIM02
66877 51 INGIND35
66878 7 MED18
66879 74 AGR03
66880 70 MED18
66881 19 IINF04
66882 76 AGR03
66883 80 IINF04
66884 27 INGIND35
66885 51 MAT01
66886 4 BIO10
66887 100 INF01
66888 52 BIO10
66889 72 AGR03
66890 78 BIO10
66891 96 INGIND35
66892 63 INF01
66893 68 INF01
66894 33 INF01
66895 74 INF01
66896 41 AGR03
66897 93 IINF05
66898 90 IINF05
66899 48 INGIND35
66900 43 IINF04
66901 53 INF01
66902 73 IINF05
66903 43 INGIND35
66904 11 MAT01
66905 63 BIO10
66906 82 MAT01
66907 80 INF01
66908 69 IINF04
66909 83 FIS01
66910 16 MAT01
66911 4 INF01
66912 3 IINF05
66913 11 BIO10
66914 61 BIO10
66915 60 BIO10
66916 6 CHIM02
66917 81 BIO10
66918 51 IINF04
66919 91 CHIM02
66920 64 IINF05
66921 15 BIO10
66922 3 MED18
66923 6 IINF05
66924 20 INF01
66925 22 IINF05
66926 37 MED18
66927 17 FIS01
66928 62 INF01
66929 44 INF01
66930 59 IINF04
66931 63 INF01
66932 10 MAT01
66933 14 MAT01
66934 86 BIO10
66935 50 BIO10
66936 82 BIO10
66937 76 AGR03
66938 27 INGIND35
66939 26 FIS01
66940 68 INF01
66941 18 BIO10
66942 11 BIO10
66943 87 FIS01
66944 13 IINF05
66945 3 INGIND35
66946 37 FIS01
66947 85 INF01
66948 14 AGR03
66949 58 MED18
66950 26 MED18
66951 16 INGIND35
66952 41 MAT01
66953 57 IINF05
66954 99 FIS01
66955 40 MED18
66956 67 INGIND35
66957 99 IINF04
66958 15 MAT01
66959 99 IINF04
66960 4 INF01
66961 74 INF01
66962 26 INF01
66963 98 MED18
66964 87 INGIND35
66965 69 CHIM02
66966 38 BIO10
66967 80 BIO10
66968 8 MAT01
66969 36 BIO10
66970 28 MAT01
66971 78 IINF04
66972 61 FIS01
66973 22 CHIM02
66974 95 FIS01
66975 13 INGIND35
66976 35 IINF04
66977 27 MAT01
66978 81 INF01
66979 89 BIO10
66980 59 IINF05
66981 68 INGIND35
66982 82 MAT01
66983 84 INF01
66984 96 INGIND35
66985 16 CHIM02
66986 11 INF01
66987 23 IINF04
66988 13 MED18
66989 59 IINF04
66990 16 INF01
66991 85 BIO10
66992 47 INGIND35
66993 71 AGR03
66994 98 FIS01
66995 19 INF01
66996 64 MED18
66997 57 IINF04
66998 68 INGIND35
66999 71 IINF04
67000 33 INGIND35
67001 81 IINF04
67002 20 INGIND35
67003 39 MAT01
67004 80 MAT01
67005 90 IINF04
67006 39 IINF04
67007 88 INGIND35
67008 22 MED18
67009 28 INF01
67010 52 IINF04
67011 12 MAT01
67012 8 CHIM02
67013 3 INF01
67014 92 AGR03
67015 16 INF01
67016 15 BIO10
67017 77 IINF04
67018 19 CHIM02
67019 69 INGIND35
67020 45 MAT01
67021 59 IINF05
67022 57 MAT01
67023 48 FIS01
67024 38 MED18
67025 37 AGR03
67026 91 CHIM02
67027 19 INGIND35
67028 34 INF01
67029 63 IINF05
67030 77 CHIM02
67031 98 IINF05
67032 18 FIS01
67033 97 IINF04
67034 46 IINF05
67035 19 IINF05
67036 44 MED18
67037 11 BIO10
67038 27 BIO10
67039 12 BIO10
67040 89 IINF05
67041 14 BIO10
67042 79 MAT01
67043 16 FIS01
67044 84 CHIM02
