9678 MED18 4
43560 15 FIS01
43561 91 INF01
43562 49 INF01
43563 44 BIO10
43564 78 IINF04
43565 46 BIO10
43566 76 BIO10
43567 44 MED18
43568 100 INGIND35
43569 19 MED18
43570 36 FIS01
43571 58 CHIM02
43572 5 AGR03
43573 56 MED18
43574 19 MAT01
43575 34 IINF04
43576 50 AGR03
43577 76 BIO10
43578 27 MAT01
43579 28 FIS01
43580 61 INGIND35
43581 54 INF01
43582 27 FIS01
43583 54 IINF04
43584 6 INF01
43585 81 BIO10
43586 55 FIS01
43587 95 INGIND35
43588 95 MAT01
43589 23 CHIM02
43590 33 INF01
43591 67 MED18
43592 50 CHIM02
43593 19 MAT01
43594 77 CHIM02
43595 93 AGR03
43596 19 AGR03
43597 23 IINF05
43598 44 IINF04
43599 62 AGR03
43600 3 MED18
43601 49 IINF05
43602 90 INGIND35
43603 68 IINF04
43604 42 FIS01
43605 63 INF01
43606 99 IINF04
43607 64 MED18
43608 96 IINF05
43609 28 IINF05
43610 73 MED18
43611 11 BIO10
43612 97 CHIM02
43613 84 AGR03
43614 88 BIO10
43615 41 IINF05
43616 73 INGIND35
43617 95 FIS01
43618 23 INF01
43619 100 IINF04
43620 58 CHIM02
43621 82 FIS01
43622 34 INF01
43623 62 MED18
43624 64 IINF05
43625 21 INGIND35
43626 55 CHIM02
43627 69 IINF05
43628 67 MED18
43629 57 AGR03
43630 52 AGR03
43631 77 BIO10
43632 29 MAT01
43633 4 INGIND35
43634 26 MED18
43635 23 MED18
43636 53 INGIND35
43637 85 INF01
43638 36 IINF04
43639 88 FIS01
43640 22 AGR03
43641 5 BIO10
43642 52 FIS01
43643 4 INGIND35
43644 26 INF01
43645 49 BIO10
43646 52 MED18
43647 30 MAT01
43648 15 CHIM02
43649 89 FIS01
43650 12 FIS01
43651 89 BIO10
43652 20 IINF05
43653 22 BIO10
43654 43 BIO10
43655 64 MAT01
43656 26 INGIND35
43657 99 IINF04
43658 30 IINF04
43659 42 INGIND35
43660 23 IINF04
43661 4 IINF05
43662 93 BIO10
43663 25 INGIND35
43664 87 INF01
43665 19 INGIND35
43666 45 CHIM02
43667 67 IINF04
43668 57 MAT01
43669 28 INF01
43670 22 INF01
43671 29 FIS01
43672 38 AGR03
43673 41 IINF04
43674 29 FIS01
43675 67 INGIND35
43676 11 MAT01
43677 19 IINF04
43678 61 BIO10
43679 57 CHIM02
43680 51 IINF04
43681 64 AGR03
43682 52 CHIM02
43683 63 MED18
43684 79 IINF04
43685 90 CHIM02
43686 82 FIS01
43687 39 AGR03
43688 57 INGIND35
43689 99 MAT01
43690 65 FIS01
43691 80 IINF04
43692 67 BIO10
43693 23 BIO10
43694 47 INGIND35
43695 18 IINF04
43696 56 INGIND35
43697 12 MED18
43698 13 INF01
43699 70 INF01
43700 32 IINF05
43701 85 BIO10
43702 56 INF01
43703 1 AGR03
43704 21 BIO10
43705 73 IINF04
43706 1 MED18
43707 65 CHIM02
43708 91 MED18
43709 34 CHIM02
43710 42 AGR03
43711 64 MAT01
43712 33 IINF04
43713 40 IINF04
43714 94 FIS01
43715 22 INF01
43716 81 INF01
43717 38 MED18
43718 54 AGR03
43719 85 CHIM02
43720 84 BIO10
43721 34 FIS01
43722 76 MAT01
43723 19 INGIND35
43724 2 BIO10
43725 83 AGR03
43726 46 INGIND35
43727 41 CHIM02
43728 45 MAT01
43729 73 INF01
43730 100 FIS01
43731 89 FIS01
43732 33 MAT01
43733 13 AGR03
43734 37 FIS01
43735 87 INGIND35
43736 86 FIS01
43737 27 AGR03
43738 30 IINF04
43739 55 MED18
43740 51 CHIM02
43741 50 MAT01
43742 83 MAT01
43743 84 INF01
43744 92 MED18
43745 84 INF01
43746 65 IINF04
43747 29 IINF04
43748 2 MED18
43749 1 MAT01
43750 63 CHIM02
43751 47 IINF05
43752 50 AGR03
43753 82 MED18
43754 77 MAT01
43755 68 MED18
43756 68 AGR03
43757 18 INGIND35
43758 72 IINF04
43759 32 INGIND35
43760 58 INGIND35
43761 30 MED18
43762 64 FIS01
43763 43 INGIND35
43764 39 IINF04
43765 46 CHIM02
43766 87 BIO10
43767 20 INF01
43768 54 AGR03
43769 60 AGR03
43770 42 BIO10
43771 77 BIO10
43772 34 MAT01
43773 95 INF01
43774 43 AGR03
43775 50 CHIM02
43776 4 INF01
43777 39 FIS01
43778 99 MAT01
43779 75 INF01
43780 80 MED18
43781 54 BIO10
43782 30 MAT01
43783 38 AGR03
43784 18 AGR03
43785 97 FIS01
43786 15 MAT01
43787 95 FIS01
43788 23 MAT01
43789 66 BIO10
43790 52 CHIM02
43791 34 FIS01
43792 73 IINF04
43793 25 INGIND35
43794 69 MAT01
43795 73 BIO10
43796 51 BIO10
43797 38 MED18
43798 12 INGIND35
43799 69 CHIM02
43800 56 MED18
43801 36 INGIND35
43802 10 BIO10
43803 53 IINF04
43804 34 MAT01
43805 99 CHIM02
43806 18 FIS01
43807 22 MED18
43808 21 INF01
43809 42 AGR03
43810 70 IINF05
43811 74 IINF04
43812 54 BIO10
43813 81 MED18
43814 91 MED18
43815 31 MED18
43816 57 MED18
43817 76 CHIM02
43818 66 IINF05
43819 74 INGIND35
43820 99 FIS01
43821 75 INF01
43822 82 MAT01
43823 2 FIS01
43824 74 MAT01
43825 9 MED18
43826 38 BIO10
43827 24 MAT01
43828 8 AGR03
43829 85 IINF04
43830 17 FIS01
43831 18 FIS01
43832 94 IINF05
43833 96 IINF04
43834 57 INF01
43835 66 BIO10
43836 11 AGR03
43837 24 MAT01
43838 17 IINF04
43839 21 AGR03
43840 45 FIS01
43841 90 MED18
43842 82 FIS01
43843 29 INGIND35
43844 24 MED18
43845 90 MED18
43846 6 MAT01
43847 86 IINF04
43848 94 MED18
43849 99 INF01
43850 20 CHIM02
43851 45 CHIM02
43852 33 AGR03
43853 13 CHIM02
43854 27 IINF04
43855 79 INF01
43856 17 IINF05
43857 56 IINF04
43858 7 MAT01
43859 93 INGIND35
43860 84 MED18
43861 57 MED18
43862 60 IINF04
43863 37 IINF05
43864 58 CHIM02
43865 28 FIS01
43866 34 MAT01
43867 65 AGR03
43868 20 FIS01
43869 54 MED18
43870 41 BIO10
43871 2 MAT01
43872 13 FIS01
43873 94 IINF05
43874 67 CHIM02
43875 72 FIS01
43876 8 IINF04
43877 69 MAT01
43878 89 MED18
43879 44 AGR03
43880 42 INGIND35
43881 99 FIS01
43882 76 CHIM02
43883 16 INF01
43884 4 MAT01
43885 56 INF01
43886 75 CHIM02
43887 49 INGIND35
43888 22 MED18
43889 43 INF01
43890 70 FIS01
43891 72 INF01
43892 16 BIO10
43893 86 BIO10
43894 61 MAT01
43895 57 INGIND35
43896 71 MED18
43897 29 AGR03
43898 7 FIS01
43899 98 MED18
43900 77 AGR03
43901 80 FIS01
43902 12 CHIM02
43903 30 BIO10
43904 22 BIO10
43905 78 INF01
43906 8 MED18
43907 22 BIO10
43908 99 AGR03
43909 70 AGR03
43910 91 INF01
43911 63 MAT01
43912 55 CHIM02
43913 73 INGIND35
43914 31 BIO10
43915 17 MAT01
43916 5 CHIM02
43917 89 IINF05
43918 3 INGIND35
43919 82 CHIM02
43920 63 IINF04
43921 45 IINF04
43922 64 BIO10
43923 95 MAT01
43924 82 INF01
43925 15 AGR03
43926 90 IINF05
43927 53 INGIND35
43928 94 IINF04
43929 15 FIS01
43930 65 IINF05
43931 2 MED18
43932 82 INF01
43933 53 AGR03
43934 49 IINF05
43935 54 INF01
43936 9 BIO10
43937 100 FIS01
43938 80 BIO10
43939 81 INF01
43940 70 INGIND35
43941 56 IINF05
43942 3 FIS01
43943 73 AGR03
43944 59 FIS01
43945 44 CHIM02
43946 26 INGIND35
43947 46 AGR03
43948 70 IINF05
43949 6 MED18
43950 11 FIS01
43951 62 IINF05
43952 10 MAT01
43953 86 INF01
43954 25 MED18
43955 1 INF01
43956 61 INGIND35
43957 73 IINF04
43958 60 CHIM02
43959 48 AGR03
43960 28 BIO10
43961 23 INF01
43962 66 AGR03
43963 93 CHIM02
43964 73 BIO10
43965 98 IINF04
43966 97 FIS01
43967 47 BIO10
43968 61 MED18
43969 66 IINF04
43970 52 IINF04
43971 30 INF01
43972 31 INF01
43973 19 INGIND35
43974 90 CHIM02
43975 49 MAT01
43976 45 IINF05
43977 85 IINF05
43978 92 IINF04
43979 14 IINF05
43980 97 CHIM02
43981 32 FIS01
43982 24 CHIM02
43983 71 IINF05
43984 87 FIS01
43985 90 AGR03
43986 29 INGIND35
43987 80 CHIM02
43988 64 CHIM02
43989 30 IINF05
43990 36 INF01
43991 29 IINF05
43992 87 FIS01
43993 38 INGIND35
43994 94 INF01
43995 63 INGIND35
43996 84 INGIND35
43997 65 IINF05
43998 98 INGIND35
43999 5 MED18
44000 7 MAT01
44001 24 MED18
44002 77 AGR03
44003 22 IINF04
44004 19 INGIND35
44005 27 AGR03
44006 43 INF01
44007 46 IINF04
44008 73 INGIND35
44009 81 CHIM02
44010 83 INGIND35
44011 10 AGR03
44012 94 INGIND35
44013 35 CHIM02
44014 30 CHIM02
44015 5 IINF04
44016 20 IINF05
44017 52 BIO10
44018 6 INF01
44019 22 AGR03
44020 78 AGR03
44021 5 IINF05
44022 83 FIS01
44023 81 MED18
44024 56 FIS01
44025 35 INF01
44026 31 INGIND35
44027 49 MAT01
44028 55 IINF04
44029 70 CHIM02
44030 83 FIS01
44031 33 INGIND35
44032 55 BIO10
44033 75 FIS01
44034 85 INF01
44035 9 INGIND35
44036 89 BIO10
44037 48 MED18
44038 97 CHIM02
44039 88 MAT01
44040 6 CHIM02
44041 47 IINF04
44042 96 IINF05
44043 27 IINF04
44044 83 INF01
44045 70 IINF04
44046 8 MAT01
44047 68 BIO10
44048 52 MAT01
44049 9 BIO10
44050 47 INGIND35
44051 93 MAT01
44052 85 AGR03
44053 98 AGR03
44054 53 MAT01
44055 72 IINF04
44056 3 BIO10
44057 35 AGR03
44058 34 INF01
44059 60 MAT01
44060 39 AGR03
44061 2 IINF05
44062 93 AGR03
44063 14 MED18
44064 90 CHIM02
44065 53 BIO10
44066 8 AGR03
44067 80 BIO10
44068 64 FIS01
44069 53 IINF05
44070 46 MED18
44071 94 IINF04
44072 33 AGR03
44073 37 AGR03
44074 55 MED18
44075 33 MAT01
44076 55 AGR03
44077 70 IINF04
44078 60 FIS01
44079 18 IINF05
44080 15 IINF04
44081 58 IINF04
44082 36 BIO10
44083 88 IINF04
44084 42 FIS01
44085 5 FIS01
44086 24 MAT01
44087 68 CHIM02
44088 80 FIS01
44089 51 MED18
44090 87 IINF05
44091 85 MED18
44092 49 INGIND35
44093 50 MED18
44094 36 IINF04
44095 31 BIO10
44096 57 IINF04
44097 6 CHIM02
44098 77 IINF04
44099 81 IINF05
44100 68 FIS01
44101 48 INGIND35
44102 54 MAT01
44103 65 CHIM02
44104 90 INF01
44105 11 AGR03
44106 63 CHIM02
44107 25 FIS01
44108 71 CHIM02
44109 27 IINF04
44110 66 INGIND35
44111 91 MAT01
44112 20 CHIM02
44113 72 IINF05
44114 28 MED18
44115 24 IINF05
44116 66 AGR03
44117 45 IINF05
44118 86 IINF05
44119 31 INGIND35
44120 28 IINF04
44121 9 CHIM02
44122 96 FIS01
44123 38 IINF05
44124 16 IINF04
44125 36 INGIND35
44126 12 CHIM02
44127 6 FIS01
44128 70 FIS01
44129 38 IINF04
44130 81 AGR03
44131 88 IINF04
44132 53 CHIM02
44133 96 CHIM02
44134 29 BIO10
44135 28 INGIND35
44136 86 BIO10
44137 48 MED18
44138 28 MAT01
44139 56 CHIM02
44140 27 IINF04
44141 68 MAT01
44142 35 INF01
44143 77 IINF05
44144 77 INGIND35
44145 70 AGR03
44146 80 INGIND35
44147 78 BIO10
44148 49 BIO10
44149 66 BIO10
44150 49 BIO10
44151 95 CHIM02
44152 36 MED18
44153 59 MAT01
44154 10 MAT01
44155 48 MED18
44156 29 BIO10
44157 96 MAT01
44158 87 INGIND35
44159 78 IINF05
44160 10 BIO10
44161 71 INGIND35
44162 69 CHIM02
44163 97 BIO10
44164 16 IINF04
44165 92 CHIM02
44166 31 INGIND35
44167 31 IINF04
44168 28 MAT01
44169 26 IINF04
44170 35 INGIND35
44171 81 FIS01
44172 5 INGIND35
44173 66 IINF05
44174 37 IINF05
44175 37 FIS01
44176 23 IINF04
44177 34 BIO10
44178 86 AGR03
44179 34 INF01
44180 39 BIO10
44181 66 MAT01
44182 23 INF01
44183 7 INF01
44184 75 FIS01
44185 35 FIS01
44186 47 MAT01
44187 40 IINF04
44188 74 INF01
44189 23 BIO10
44190 47 FIS01
44191 94 FIS01
44192 48 IINF04
44193 66 IINF05
44194 97 IINF05
44195 98 BIO10
44196 20 CHIM02
44197 81 IINF04
44198 54 MED18
44199 5 CHIM02
44200 55 IINF04
44201 70 AGR03
44202 84 AGR03
44203 87 BIO10
44204 48 MAT01
44205 37 CHIM02
44206 88 BIO10
44207 14 AGR03
44208 1 MED18
44209 37 INF01
44210 31 FIS01
44211 24 IINF05
44212 10 FIS01
44213 31 BIO10
44214 51 MED18
44215 7 IINF05
44216 19 MAT01
44217 89 INF01
44218 3 MED18
44219 72 CHIM02
44220 24 INF01
44221 11 BIO10
44222 2 CHIM02
44223 96 AGR03
44224 64 BIO10
44225 80 MAT01
44226 23 CHIM02
44227 1 MED18
44228 45 MAT01
44229 3 MAT01
44230 37 CHIM02
44231 99 FIS01
44232 69 BIO10
44233 4 FIS01
44234 17 IINF04
44235 58 IINF04
44236 58 IINF05
44237 17 MAT01
44238 11 CHIM02
44239 80 FIS01
44240 5 AGR03
44241 39 BIO10
44242 67 IINF04
44243 66 INF01
44244 3 FIS01
44245 32 AGR03
44246 21 INF01
44247 83 INGIND35
44248 2 BIO10
44249 3 BIO10
44250 93 BIO10
44251 25 INGIND35
44252 41 MED18
44253 53 CHIM02
44254 56 BIO10
44255 48 FIS01
44256 31 INGIND35
44257 73 INF01
44258 73 CHIM02
44259 58 CHIM02
44260 27 MED18
44261 77 IINF05
44262 15 IINF04
44263 54 IINF04
44264 27 AGR03
44265 47 CHIM02
44266 85 IINF05
44267 74 AGR03
44268 55 BIO10
44269 80 BIO10
44270 17 CHIM02
44271 49 INGIND35
44272 28 BIO10
44273 95 AGR03
44274 17 MED18
44275 72 IINF04
44276 81 INGIND35
44277 34 INGIND35
44278 83 IINF05
44279 78 MAT01
44280 89 BIO10
44281 77 INGIND35
44282 84 IINF04
44283 89 BIO10
44284 84 INGIND35
44285 7 IINF04
44286 30 MAT01
44287 56 INF01
44288 72 AGR03
44289 19 FIS01
44290 47 AGR03
44291 87 AGR03
44292 32 INF01
44293 83 BIO10
44294 79 MAT01
44295 76 AGR03
44296 42 MED18
44297 58 IINF04
44298 82 IINF04
44299 10 INGIND35
44300 99 FIS01
44301 79 AGR03
44302 39 CHIM02
44303 45 INGIND35
44304 67 MED18
44305 24 INF01
44306 47 BIO10
44307 34 AGR03
44308 89 FIS01
44309 54 INF01
44310 48 INGIND35
44311 9 AGR03
44312 48 MAT01
44313 11 MED18
44314 37 CHIM02
44315 16 BIO10
44316 51 IINF05
44317 94 INGIND35
44318 45 MAT01
44319 24 IINF04
44320 46 BIO10
44321 23 AGR03
44322 10 AGR03
44323 60 IINF04
44324 66 CHIM02
44325 65 FIS01
44326 40 IINF05
44327 29 IINF04
44328 71 FIS01
44329 52 INF01
44330 21 AGR03
44331 57 IINF05
44332 56 IINF04
44333 34 INF01
44334 83 IINF04
44335 73 BIO10
44336 60 IINF05
44337 35 AGR03
44338 80 INGIND35
44339 37 FIS01
44340 74 MAT01
44341 78 INF01
44342 77 CHIM02
44343 38 INF01
44344 28 FIS01
44345 90 IINF05
44346 95 IINF04
44347 44 INGIND35
44348 34 INGIND35
44349 11 MED18
44350 63 BIO10
44351 53 INF01
44352 92 IINF05
44353 71 BIO10
44354 61 AGR03
44355 15 INF01
44356 97 FIS01
44357 68 CHIM02
44358 56 BIO10
44359 14 INF01
44360 48 BIO10
44361 99 BIO10
44362 33 INGIND35
44363 6 MED18
44364 94 MED18
44365 88 BIO10
44366 6 FIS01
44367 67 INF01
44368 87 MED18
44369 39 MAT01
44370 86 FIS01
44371 27 CHIM02
44372 24 IINF05
44373 5 FIS01
44374 75 MAT01
44375 73 MED18
44376 56 INGIND35
44377 15 FIS01
44378 35 AGR03
44379 75 INGIND35
44380 24 AGR03
44381 98 BIO10
44382 74 IINF05
44383 34 IINF04
44384 54 INF01
44385 56 IINF05
44386 51 CHIM02
44387 51 INGIND35
44388 90 FIS01
44389 42 MED18
44390 73 IINF05
44391 49 MED18
44392 98 MAT01
44393 84 MAT01
44394 77 IINF04
44395 75 FIS01
44396 26 IINF04
44397 71 IINF04
44398 22 BIO10
44399 24 IINF04
44400 92 FIS01
44401 79 IINF04
44402 15 IINF04
44403 82 IINF04
44404 3 AGR03
44405 30 IINF04
44406 14 MED18
44407 74 MAT01
44408 73 INF01
44409 58 MAT01
44410 98 IINF04
44411 94 CHIM02
44412 70 BIO10
44413 80 IINF05
44414 73 FIS01
44415 95 MED18
44416 74 MED18
44417 8 MED18
44418 4 INF01
44419 85 BIO10
44420 24 AGR03
44421 12 CHIM02
44422 92 MAT01
44423 22 FIS01
44424 41 CHIM02
44425 98 BIO10
44426 73 MED18
44427 51 IINF05
44428 51 FIS01
44429 13 IINF04
44430 56 MED18
44431 73 IINF04
44432 36 INGIND35
44433 46 INGIND35
44434 20 IINF05
44435 14 CHIM02
44436 91 IINF05
44437 14 MAT01
44438 19 MAT01
44439 61 MAT01
44440 19 AGR03
44441 22 MAT01
44442 79 CHIM02
44443 53 FIS01
44444 18 INF01
44445 42 INF01
44446 17 BIO10
44447 94 FIS01
44448 31 IINF04
44449 86 BIO10
44450 91 INF01
44451 19 IINF05
44452 29 BIO10
44453 30 FIS01
44454 68 IINF05
44455 64 IINF04
44456 72 FIS01
44457 69 BIO10
44458 14 BIO10
44459 38 INF01
44460 1 INGIND35
44461 64 INF01
44462 3 IINF04
44463 2 CHIM02
44464 89 FIS01
44465 93 INF01
44466 11 CHIM02
44467 78 IINF05
44468 53 AGR03
44469 64 MED18
44470 33 MED18
44471 89 IINF04
44472 44 IINF04
44473 5 MED18
44474 7 MAT01
44475 20 CHIM02
44476 46 IINF04
44477 16 AGR03
44478 26 INF01
44479 52 CHIM02
44480 45 MED18
44481 16 IINF05
44482 15 AGR03
44483 100 MED18
44484 95 BIO10
44485 61 AGR03
44486 2 IINF05
44487 26 INGIND35
44488 50 CHIM02
44489 30 AGR03
44490 69 MAT01
44491 49 CHIM02
44492 43 FIS01
44493 18 BIO10
44494 53 MAT01
44495 78 IINF04
44496 9 IINF04
44497 97 AGR03
44498 38 MED18
44499 70 MED18
44500 10 IINF05
44501 34 MAT01
44502 39 IINF04
44503 91 FIS01
44504 98 FIS01
44505 10 INGIND35
44506 59 BIO10
44507 20 INGIND35
44508 99 FIS01
44509 90 INGIND35
44510 13 MAT01
44511 74 INF01
44512 72 MAT01
44513 91 FIS01
44514 54 IINF05
44515 19 MAT01
44516 14 CHIM02
44517 41 IINF04
44518 96 MED18
44519 22 FIS01
44520 47 MED18
44521 21 INF01
44522 45 MAT01
44523 9 INGIND35
44524 96 INF01
44525 85 IINF04
44526 92 MED18
44527 36 AGR03
44528 54 INF01
44529 8 INF01
44530 50 CHIM02
44531 33 IINF05
44532 38 INF01
44533 54 INF01
44534 13 MED18
44535 19 INF01
44536 35 IINF05
44537 3 IINF04
44538 32 MED18
44539 77 IINF04
44540 70 IINF05
44541 78 IINF05
44542 60 INGIND35
44543 75 MAT01
44544 9 INF01
44545 77 MED18
44546 33 MAT01
44547 8 BIO10
44548 5 MED18
44549 25 MED18
44550 86 CHIM02
44551 13 IINF05
44552 56 IINF05
44553 36 BIO10
44554 27 IINF05
44555 6 INF01
44556 1 FIS01
44557 10 FIS01
44558 22 IINF05
44559 31 FIS01
44560 11 INGIND35
44561 66 INF01
44562 4 BIO10
44563 14 INF01
44564 47 FIS01
44565 99 INGIND35
44566 29 BIO10
44567 87 FIS01
44568 21 CHIM02
44569 25 AGR03
44570 89 MED18
44571 8 FIS01
44572 78 CHIM02
44573 100 INF01
44574 89 IINF04
44575 7 AGR03
44576 55 MED18
44577 100 MED18
44578 55 BIO10
44579 50 MAT01
44580 31 IINF04
44581 77 BIO10
44582 18 MED18
44583 62 FIS01
44584 57 IINF05
44585 35 MAT01
44586 32 INGIND35
44587 37 BIO10
44588 85 AGR03
44589 28 BIO10
44590 40 MAT01
44591 63 IINF04
44592 87 IINF05
44593 41 MAT01
44594 94 IINF04
44595 15 IINF04
44596 60 INF01
44597 68 FIS01
44598 22 AGR03
44599 26 MED18
44600 90 IINF05
44601 56 MED18
44602 76 MED18
44603 29 MAT01
44604 14 MAT01
44605 78 MED18
44606 86 INF01
44607 57 FIS01
44608 48 FIS01
44609 13 CHIM02
44610 55 INGIND35
44611 28 MED18
44612 85 INF01
44613 44 BIO10
44614 54 IINF05
44615 25 BIO10
44616 64 INGIND35
44617 40 INF01
44618 21 INF01
44619 51 FIS01
44620 25 INF01
44621 71 INF01
44622 14 BIO10
44623 23 IINF05
44624 43 CHIM02
44625 32 BIO10
44626 16 MAT01
44627 75 MAT01
44628 96 IINF05
44629 89 IINF04
44630 1 MED18
44631 99 CHIM02
44632 83 IINF05
44633 54 CHIM02
44634 90 FIS01
44635 35 CHIM02
44636 90 CHIM02
44637 23 FIS01
44638 17 INF01
44639 52 CHIM02
44640 56 MAT01
44641 78 FIS01
44642 44 FIS01
44643 8 FIS01
44644 42 INF01
44645 49 AGR03
44646 93 MED18
44647 73 INGIND35
44648 72 INF01
44649 91 IINF05
44650 90 INF01
44651 46 AGR03
44652 83 INF01
44653 84 AGR03
44654 30 CHIM02
44655 89 IINF04
44656 24 IINF04
44657 51 FIS01
44658 39 INF01
44659 69 CHIM02
44660 48 CHIM02
44661 65 INF01
44662 41 IINF04
44663 10 IINF04
44664 31 CHIM02
44665 60 IINF04
44666 3 INF01
44667 61 MED18
44668 78 IINF05
44669 98 IINF04
44670 50 IINF05
44671 46 BIO10
44672 87 MAT01
44673 13 AGR03
44674 67 CHIM02
44675 6 CHIM02
44676 60 BIO10
44677 68 INGIND35
44678 30 IINF05
44679 17 INF01
44680 39 IINF04
44681 52 IINF05
44682 61 AGR03
44683 53 IINF05
44684 29 INGIND35
44685 58 FIS01
44686 53 MED18
44687 65 CHIM02
44688 13 IINF04
44689 69 AGR03
44690 10 IINF05
44691 94 FIS01
44692 98 INF01
44693 33 INGIND35
44694 81 BIO10
44695 19 MAT01
44696 44 MED18
44697 56 MAT01
44698 83 IINF04
44699 87 IINF05
44700 88 INF01
44701 79 IINF04
44702 85 BIO10
44703 83 MAT01
44704 46 FIS01
44705 99 IINF05
44706 45 INGIND35
44707 2 AGR03
44708 83 FIS01
44709 76 AGR03
44710 12 IINF04
44711 61 BIO10
44712 84 CHIM02
44713 19 CHIM02
44714 82 MAT01
44715 58 INF01
44716 40 IINF04
44717 65 MED18
44718 52 CHIM02
44719 94 AGR03
44720 51 IINF05
44721 35 IINF05
44722 20 INF01
44723 42 CHIM02
44724 82 INGIND35
44725 61 IINF05
44726 80 FIS01
44727 33 MAT01
44728 9 IINF04
44729 44 CHIM02
44730 8 INF01
44731 26 IINF05
44732 9 INF01
44733 19 FIS01
44734 35 MED18
44735 23 BIO10
44736 54 INGIND35
44737 47 BIO10
44738 17 IINF05
44739 96 CHIM02
44740 92 MAT01
44741 4 BIO10
44742 77 IINF04
44743 31 MED18
44744 90 FIS01
44745 93 CHIM02
44746 8 BIO10
44747 38 BIO10
44748 61 CHIM02
44749 64 INGIND35
44750 98 AGR03
44751 34 IINF05
44752 36 FIS01
44753 40 FIS01
44754 5 INF01
44755 54 IINF05
44756 75 MED18
44757 3 IINF04
44758 61 MED18
44759 77 FIS01
44760 76 IINF05
44761 92 IINF05
44762 19 INGIND35
44763 18 IINF04
44764 4 IINF05
44765 68 MAT01
44766 92 IINF05
44767 8 MED18
44768 87 AGR03
44769 35 BIO10
44770 71 MAT01
44771 47 IINF04
44772 65 BIO10
44773 41 INF01
44774 37 INGIND35
44775 58 IINF05
44776 12 MAT01
44777 90 INGIND35
44778 38 INGIND35
44779 27 FIS01
44780 12 INF01
44781 2 IINF05
44782 48 INGIND35
44783 19 FIS01
44784 78 BIO10
44785 92 IINF05
44786 52 INF01
44787 83 MAT01
44788 79 IINF05
44789 50 INGIND35
44790 59 FIS01
44791 74 BIO10
44792 29 BIO10
44793 10 MED18
44794 47 CHIM02
44795 85 INF01
44796 25 IINF05
44797 96 INGIND35
44798 7 MAT01
44799 55 MED18
44800 83 AGR03
44801 76 INF01
44802 8 INGIND35
44803 13 INF01
44804 84 MED18
44805 78 MAT01
44806 84 IINF04
44807 63 INF01
44808 99 INF01
44809 21 MED18
44810 60 AGR03
44811 82 BIO10
44812 89 MED18
44813 51 FIS01
44814 65 CHIM02
44815 100 FIS01
44816 45 AGR03
44817 47 MAT01
44818 14 INF01
44819 99 INGIND35
44820 43 IINF04
44821 19 MAT01
44822 69 IINF05
44823 59 INGIND35
44824 3 INGIND35
44825 81 IINF05
44826 60 IINF05
44827 68 CHIM02
44828 47 IINF04
44829 27 MAT01
44830 13 FIS01
44831 38 CHIM02
44832 17 BIO10
44833 76 BIO10
44834 33 CHIM02
44835 79 MED18
44836 20 MAT01
44837 76 IINF05
44838 4 INGIND35
44839 31 CHIM02
44840 22 BIO10
44841 26 IINF05
44842 18 MAT01
44843 58 IINF04
44844 15 MED18
44845 95 CHIM02
44846 73 FIS01
44847 78 IINF04
44848 17 MED18
44849 11 MAT01
44850 30 IINF04
44851 80 CHIM02
44852 51 FIS01
44853 58 INGIND35
44854 78 AGR03
44855 41 MAT01
44856 20 BIO10
44857 58 INF01
44858 68 IINF05
44859 25 AGR03
44860 76 CHIM02
44861 41 INGIND35
44862 4 FIS01
44863 83 INF01
44864 91 BIO10
44865 27 CHIM02
44866 10 IINF05
44867 10 IINF04
44868 54 IINF05
44869 52 BIO10
44870 57 AGR03
44871 51 IINF05
44872 5 FIS01
44873 31 INGIND35
44874 46 INF01
44875 57 BIO10
44876 80 MAT01
44877 26 BIO10
44878 3 MAT01
44879 60 FIS01
44880 1 INGIND35
44881 84 INGIND35
44882 51 MAT01
44883 25 IINF04
44884 56 MAT01
44885 89 MED18
44886 14 MED18
44887 41 MAT01
44888 95 IINF05
44889 94 INGIND35
44890 27 FIS01
44891 58 INGIND35
44892 27 CHIM02
44893 99 CHIM02
44894 24 INGIND35
44895 23 IINF04
44896 63 CHIM02
44897 95 INGIND35
44898 1 IINF04
44899 43 IINF04
44900 43 MAT01
44901 84 CHIM02
44902 87 INGIND35
44903 93 MAT01
44904 89 IINF05
44905 74 INF01
44906 45 FIS01
44907 32 INGIND35
44908 56 IINF04
44909 13 FIS01
44910 65 IINF05
44911 7 IINF04
44912 38 BIO10
44913 75 CHIM02
44914 95 BIO10
44915 27 INF01
44916 26 IINF05
44917 17 CHIM02
44918 72 MAT01
44919 57 IINF05
44920 67 CHIM02
44921 95 INF01
44922 55 INF01
44923 30 MED18
44924 27 BIO10
44925 89 MED18
44926 47 INGIND35
44927 39 MAT01
44928 85 MAT01
44929 55 MAT01
44930 41 CHIM02
44931 47 INF01
44932 19 IINF04
44933 15 INF01
44934 53 CHIM02
44935 90 CHIM02
44936 31 AGR03
44937 79 IINF05
44938 21 IINF04
44939 22 BIO10
44940 51 AGR03
44941 92 IINF05
44942 76 INF01
44943 61 FIS01
44944 18 INGIND35
44945 49 MED18
44946 36 INGIND35
44947 32 CHIM02
44948 91 BIO10
44949 70 IINF04
44950 47 INGIND35
44951 64 MED18
44952 32 AGR03
44953 62 FIS01
44954 57 AGR03
44955 86 MED18
44956 36 MED18
44957 25 MED18
44958 66 AGR03
