8230 FIS01 8
49414 48 FIS01
49415 100 IINF05
49416 88 FIS01
49417 78 BIO10
49418 57 AGR03
49419 64 AGR03
49420 46 INF01
49421 68 FIS01
49422 67 IINF04
49423 19 FIS01
49424 25 INF01
49425 41 FIS01
49426 83 CHIM02
49427 73 BIO10
49428 73 INF01
49429 76 IINF05
49430 13 INF01
49431 25 INGIND35
49432 61 CHIM02
49433 7 FIS01
49434 31 MAT01
49435 100 IINF05
49436 89 BIO10
49437 74 CHIM02
49438 82 MED18
49439 30 MAT01
49440 54 FIS01
49441 79 INGIND35
49442 66 IINF05
49443 14 AGR03
49444 59 FIS01
49445 36 IINF04
49446 21 IINF04
49447 22 INF01
49448 100 INGIND35
49449 58 BIO10
49450 40 CHIM02
49451 91 AGR03
49452 88 IINF05
49453 73 INF01
49454 45 CHIM02
49455 12 BIO10
49456 35 MAT01
49457 59 IINF04
49458 28 MED18
49459 32 BIO10
49460 45 IINF05
49461 23 FIS01
49462 86 AGR03
49463 93 AGR03
49464 22 INGIND35
49465 59 INF01
49466 68 AGR03
49467 5 AGR03
49468 59 AGR03
49469 72 INF01
49470 13 IINF05
49471 74 CHIM02
49472 66 BIO10
49473 50 MAT01
49474 33 INGIND35
49475 6 INF01
49476 84 IINF04
49477 65 AGR03
49478 69 IINF05
49479 57 MED18
49480 75 IINF04
49481 13 AGR03
49482 5 MED18
49483 32 IINF04
49484 46 IINF04
49485 51 CHIM02
49486 75 MAT01
49487 21 INF01
49488 4 CHIM02
49489 34 FIS01
49490 89 AGR03
49491 94 IINF05
49492 14 IINF04
49493 56 FIS01
49494 22 INF01
49495 24 IINF04
49496 43 MAT01
49497 62 FIS01
49498 6 CHIM02
49499 40 BIO10
49500 6 MAT01
49501 71 BIO10
49502 59 IINF05
49503 33 AGR03
49504 67 CHIM02
49505 76 MAT01
49506 41 BIO10
49507 93 CHIM02
49508 81 BIO10
49509 68 AGR03
49510 37 MAT01
49511 28 MAT01
49512 80 INGIND35
49513 2 IINF04
49514 80 IINF04
49515 4 AGR03
49516 34 AGR03
49517 6 INF01
49518 78 CHIM02
49519 60 FIS01
49520 90 FIS01
49521 19 IINF04
49522 83 FIS01
49523 81 INF01
49524 38 INGIND35
49525 16 IINF05
49526 89 IINF04
49527 2 MAT01
49528 46 IINF04
49529 39 INGIND35
49530 96 BIO10
49531 53 CHIM02
49532 39 CHIM02
49533 49 INGIND35
49534 71 MAT01
49535 78 IINF04
49536 48 IINF05
49537 96 IINF04
49538 62 AGR03
49539 77 IINF05
49540 78 IINF04
49541 48 CHIM02
49542 90 INF01
49543 68 FIS01
49544 12 IINF04
49545 22 INF01
49546 17 IINF05
49547 54 IINF04
49548 31 IINF05
49549 62 IINF04
49550 92 IINF04
49551 17 INGIND35
49552 44 MAT01
49553 34 IINF05
49554 48 MAT01
49555 7 IINF04
49556 83 AGR03
49557 8 INF01
49558 77 BIO10
49559 5 AGR03
49560 55 INGIND35
49561 62 INF01
49562 7 INF01
49563 12 INGIND35
49564 22 MED18
49565 38 IINF04
49566 24 MED18
49567 16 BIO10
49568 23 MAT01
49569 97 IINF04
49570 17 IINF04
49571 2 INGIND35
49572 76 MED18
49573 96 BIO10
49574 36 FIS01
49575 48 INF01
49576 4 INF01
49577 49 MED18
49578 32 INGIND35
49579 22 IINF04
49580 16 FIS01
49581 100 INF01
49582 26 FIS01
49583 57 IINF05
49584 10 IINF04
49585 40 MED18
49586 1 BIO10
49587 94 INF01
49588 10 CHIM02
49589 34 MAT01
49590 93 IINF04
49591 77 IINF05
49592 49 IINF04
49593 67 IINF04
49594 78 MED18
49595 69 CHIM02
49596 78 CHIM02
49597 4 FIS01
49598 10 MED18
49599 70 FIS01
49600 35 INF01
49601 82 IINF05
49602 29 MAT01
49603 33 MAT01
49604 72 IINF04
49605 31 IINF04
49606 91 FIS01
49607 48 INGIND35
49608 89 AGR03
49609 97 IINF05
49610 99 IINF04
49611 62 INF01
49612 84 IINF05
49613 72 INGIND35
49614 61 INGIND35
49615 69 IINF04
49616 57 INF01
49617 48 IINF04
49618 55 AGR03
49619 99 FIS01
49620 58 IINF04
49621 64 MED18
49622 75 IINF04
49623 90 CHIM02
49624 61 INGIND35
49625 84 BIO10
49626 50 BIO10
49627 37 FIS01
49628 21 MAT01
49629 39 BIO10
49630 95 BIO10
49631 85 MAT01
49632 8 CHIM02
49633 47 BIO10
49634 21 IINF05
49635 10 IINF04
49636 82 IINF05
49637 13 AGR03
49638 88 MED18
49639 97 FIS01
49640 25 INF01
49641 58 MAT01
49642 44 IINF04
49643 67 INF01
49644 3 FIS01
49645 86 MAT01
49646 78 FIS01
49647 71 INF01
49648 57 INF01
49649 19 INF01
49650 60 INF01
49651 34 INGIND35
49652 1 IINF04
49653 54 MAT01
49654 77 INF01
49655 59 IINF04
49656 43 MED18
49657 37 INGIND35
49658 88 CHIM02
49659 45 CHIM02
49660 71 MAT01
49661 14 CHIM02
49662 37 FIS01
49663 32 INGIND35
49664 61 IINF05
49665 31 AGR03
49666 47 INGIND35
49667 31 CHIM02
49668 67 AGR03
49669 92 AGR03
49670 28 MAT01
49671 67 FIS01
49672 17 CHIM02
49673 38 CHIM02
49674 15 MED18
49675 4 IINF04
49676 92 IINF04
49677 99 AGR03
49678 95 MAT01
49679 24 INGIND35
49680 15 IINF05
49681 65 MED18
49682 85 INF01
49683 23 CHIM02
49684 98 IINF05
49685 92 INF01
49686 81 BIO10
49687 11 INGIND35
49688 89 AGR03
49689 94 BIO10
49690 79 INGIND35
49691 94 AGR03
49692 63 INF01
49693 46 INGIND35
49694 88 FIS01
49695 23 IINF05
49696 40 INGIND35
49697 29 FIS01
49698 61 MAT01
49699 58 CHIM02
49700 33 MED18
49701 21 IINF04
49702 3 MAT01
49703 47 AGR03
49704 94 AGR03
49705 55 INGIND35
49706 83 MED18
49707 18 MAT01
49708 2 CHIM02
49709 88 BIO10
49710 18 BIO10
49711 1 FIS01
49712 94 FIS01
49713 9 MED18
49714 10 INF01
49715 65 IINF05
49716 21 CHIM02
49717 54 IINF04
49718 76 MED18
49719 87 INGIND35
49720 79 MED18
49721 18 AGR03
49722 8 AGR03
49723 46 MED18
49724 55 CHIM02
49725 87 FIS01
49726 54 IINF04
49727 44 BIO10
49728 3 IINF04
49729 52 MAT01
49730 25 MAT01
49731 63 INGIND35
49732 34 BIO10
49733 70 MED18
49734 96 CHIM02
49735 40 INF01
49736 81 IINF05
49737 56 AGR03
49738 45 FIS01
49739 73 INGIND35
49740 70 MAT01
49741 47 IINF05
49742 100 IINF05
49743 54 CHIM02
49744 47 BIO10
49745 90 INF01
49746 17 CHIM02
49747 53 MAT01
49748 46 IINF04
49749 86 IINF05
49750 17 INF01
49751 16 IINF04
49752 29 IINF04
49753 38 BIO10
49754 21 BIO10
49755 15 CHIM02
49756 13 INGIND35
49757 85 FIS01
49758 27 FIS01
49759 77 INGIND35
49760 62 BIO10
49761 38 IINF04
49762 57 INGIND35
49763 75 IINF04
49764 19 BIO10
49765 57 MED18
49766 98 INF01
49767 57 FIS01
49768 73 IINF05
49769 45 BIO10
49770 6 CHIM02
49771 67 MAT01
49772 81 IINF04
49773 10 IINF04
49774 46 FIS01
49775 34 INGIND35
49776 36 MAT01
49777 42 MED18
49778 9 IINF05
49779 62 FIS01
49780 3 BIO10
49781 85 INGIND35
49782 7 INF01
49783 20 MED18
49784 26 IINF05
49785 36 CHIM02
49786 41 CHIM02
49787 30 FIS01
49788 21 IINF05
49789 42 FIS01
49790 71 CHIM02
49791 8 INGIND35
49792 60 CHIM02
49793 48 INF01
49794 80 IINF05
49795 86 BIO10
49796 78 IINF04
49797 91 BIO10
49798 9 AGR03
49799 36 IINF04
49800 78 FIS01
49801 99 MED18
49802 58 MAT01
49803 70 INF01
49804 30 BIO10
49805 8 AGR03
49806 46 AGR03
49807 46 AGR03
49808 59 MAT01
49809 39 AGR03
49810 69 IINF04
49811 10 FIS01
49812 18 INGIND35
49813 91 INGIND35
49814 18 MED18
49815 83 INGIND35
49816 1 FIS01
49817 55 BIO10
49818 39 BIO10
49819 60 AGR03
49820 29 INGIND35
49821 22 CHIM02
49822 89 CHIM02
49823 86 AGR03
49824 98 IINF04
49825 64 FIS01
49826 40 BIO10
49827 76 AGR03
49828 24 MAT01
49829 64 MED18
49830 98 IINF04
49831 89 MED18
49832 83 MED18
49833 92 CHIM02
49834 94 IINF04
49835 84 MED18
49836 10 MED18
49837 2 INF01
49838 17 MED18
49839 99 IINF04
49840 71 INGIND35
49841 44 MAT01
49842 80 BIO10
49843 53 FIS01
49844 30 AGR03
49845 94 FIS01
49846 59 AGR03
49847 94 INF01
49848 28 INF01
49849 16 INF01
49850 77 FIS01
49851 5 IINF04
49852 52 IINF05
49853 23 AGR03
49854 93 MED18
49855 5 MED18
49856 7 FIS01
49857 70 BIO10
49858 71 MAT01
49859 88 IINF05
49860 87 IINF04
49861 33 INF01
49862 77 AGR03
49863 72 AGR03
49864 84 IINF04
49865 48 CHIM02
49866 46 AGR03
49867 9 MED18
49868 28 CHIM02
49869 39 IINF05
49870 33 AGR03
49871 76 INF01
49872 93 IINF04
49873 33 BIO10
49874 54 INGIND35
49875 96 CHIM02
49876 99 MAT01
49877 21 IINF05
49878 82 MAT01
49879 95 MED18
49880 4 MED18
49881 68 CHIM02
49882 68 MAT01
49883 53 IINF04
49884 60 INF01
49885 30 INF01
49886 67 INGIND35
49887 33 CHIM02
49888 49 MAT01
49889 35 AGR03
49890 79 FIS01
49891 16 INGIND35
49892 36 MAT01
49893 25 FIS01
49894 21 AGR03
49895 30 AGR03
49896 53 INGIND35
49897 8 MAT01
49898 30 INGIND35
49899 61 BIO10
49900 41 INGIND35
49901 89 MAT01
49902 58 IINF05
49903 96 INF01
49904 66 INGIND35
49905 23 INGIND35
49906 51 INF01
49907 60 CHIM02
49908 77 MED18
49909 63 IINF04
49910 70 INGIND35
49911 96 BIO10
49912 85 MED18
49913 57 CHIM02
49914 89 MAT01
49915 13 FIS01
49916 57 FIS01
49917 6 IINF04
49918 92 INGIND35
49919 7 MAT01
49920 89 MED18
49921 8 CHIM02
49922 50 FIS01
49923 65 CHIM02
49924 70 AGR03
49925 41 MED18
49926 6 IINF04
49927 20 MED18
49928 87 MAT01
49929 33 IINF04
49930 9 FIS01
49931 6 IINF05
49932 77 INGIND35
49933 61 MAT01
49934 57 BIO10
49935 98 MAT01
49936 88 MAT01
49937 90 MAT01
49938 13 MED18
49939 47 IINF04
49940 14 BIO10
49941 39 IINF04
49942 20 MED18
49943 28 FIS01
49944 95 IINF05
49945 50 FIS01
49946 87 INGIND35
49947 25 INF01
49948 90 INGIND35
49949 7 CHIM02
49950 16 AGR03
49951 81 MED18
49952 78 MAT01
49953 22 INGIND35
49954 78 MED18
49955 95 BIO10
49956 54 FIS01
49957 40 AGR03
49958 90 CHIM02
49959 18 IINF04
49960 86 MED18
49961 95 INF01
49962 60 INF01
49963 4 CHIM02
49964 51 BIO10
49965 41 INGIND35
49966 86 CHIM02
49967 23 INF01
49968 90 IINF04
49969 14 IINF04
49970 98 MAT01
49971 58 INF01
49972 50 IINF05
49973 30 BIO10
49974 60 MED18
49975 59 IINF04
49976 43 CHIM02
49977 59 CHIM02
49978 59 CHIM02
49979 85 INF01
49980 56 INGIND35
49981 97 AGR03
49982 4 INF01
49983 52 BIO10
49984 66 MED18
49985 79 INF01
49986 32 AGR03
49987 18 MED18
49988 51 INF01
49989 81 IINF04
49990 69 IINF04
49991 27 BIO10
49992 52 FIS01
49993 51 MAT01
49994 31 IINF04
49995 10 IINF04
49996 81 AGR03
49997 21 INF01
49998 90 MED18
49999 55 IINF04
50000 44 BIO10
50001 30 INF01
50002 60 MAT01
50003 12 MAT01
50004 84 CHIM02
50005 54 INF01
50006 55 BIO10
50007 69 AGR03
50008 91 MAT01
50009 61 INF01
50010 11 INF01
50011 51 FIS01
50012 26 AGR03
50013 43 INF01
50014 15 INF01
50015 41 MED18
50016 10 INF01
50017 52 BIO10
50018 12 MAT01
50019 41 BIO10
50020 86 CHIM02
50021 88 INF01
50022 17 BIO10
50023 97 INF01
50024 43 CHIM02
50025 34 MED18
50026 43 MED18
50027 87 CHIM02
50028 36 CHIM02
50029 53 INGIND35
50030 72 CHIM02
50031 42 CHIM02
50032 63 INGIND35
50033 80 INGIND35
50034 35 INF01
50035 67 BIO10
50036 5 INGIND35
50037 65 FIS01
50038 90 CHIM02
50039 98 FIS01
50040 46 IINF05
50041 58 BIO10
50042 41 INF01
50043 30 BIO10
50044 30 INGIND35
50045 76 AGR03
50046 88 MED18
50047 32 AGR03
50048 56 INF01
50049 71 MAT01
50050 79 IINF05
50051 58 FIS01
50052 94 MED18
50053 70 IINF04
50054 91 FIS01
50055 69 INGIND35
50056 34 BIO10
50057 20 BIO10
50058 66 BIO10
50059 17 MED18
50060 29 INF01
50061 52 INF01
50062 38 INF01
50063 33 IINF05
50064 61 FIS01
50065 77 MED18
50066 94 MAT01
50067 16 FIS01
50068 46 MAT01
50069 76 FIS01
50070 80 AGR03
50071 95 FIS01
50072 98 FIS01
50073 91 INGIND35
50074 37 IINF04
50075 54 IINF04
50076 94 IINF05
50077 56 MED18
50078 94 INGIND35
50079 35 INGIND35
50080 75 MED18
50081 54 CHIM02
50082 30 INGIND35
50083 4 INF01
50084 13 IINF04
50085 25 MAT01
50086 75 IINF04
50087 37 BIO10
50088 15 BIO10
50089 13 INGIND35
50090 73 MED18
50091 78 FIS01
50092 86 INF01
50093 40 IINF04
50094 61 MAT01
50095 51 BIO10
50096 86 INF01
50097 1 MAT01
50098 92 CHIM02
50099 95 INGIND35
50100 32 CHIM02
50101 42 INGIND35
50102 100 BIO10
50103 11 CHIM02
50104 59 CHIM02
50105 17 CHIM02
50106 32 INF01
50107 34 IINF05
50108 6 MED18
50109 2 CHIM02
50110 48 FIS01
50111 14 IINF05
50112 98 CHIM02
50113 20 CHIM02
50114 62 FIS01
50115 8 MAT01
50116 21 AGR03
50117 26 CHIM02
50118 75 AGR03
50119 58 INF01
50120 64 IINF05
50121 40 CHIM02
50122 1 MAT01
50123 28 IINF05
50124 28 BIO10
50125 94 IINF05
50126 87 INGIND35
50127 79 AGR03
50128 44 IINF05
50129 30 FIS01
50130 17 INGIND35
50131 65 AGR03
50132 34 IINF04
50133 43 IINF05
50134 17 IINF05
50135 4 CHIM02
50136 7 MAT01
50137 47 INF01
50138 8 BIO10
50139 12 FIS01
50140 49 AGR03
50141 57 MAT01
50142 53 IINF04
50143 24 CHIM02
50144 3 IINF04
50145 36 MAT01
50146 76 INF01
50147 8 MED18
50148 90 AGR03
50149 84 INGIND35
50150 47 INGIND35
50151 42 AGR03
50152 27 IINF04
50153 64 INGIND35
50154 34 AGR03
50155 63 IINF04
50156 66 IINF04
50157 77 IINF04
50158 21 AGR03
50159 24 IINF05
50160 6 MAT01
50161 96 INGIND35
50162 57 INF01
50163 81 FIS01
50164 32 IINF04
50165 65 INGIND35
50166 28 IINF05
50167 6 IINF05
50168 70 MED18
50169 15 CHIM02
50170 70 BIO10
50171 13 IINF04
50172 88 INGIND35
50173 63 MED18
50174 73 BIO10
50175 55 IINF04
50176 42 MAT01
50177 100 INGIND35
50178 53 MAT01
50179 1 INF01
50180 25 AGR03
50181 90 MAT01
50182 62 INGIND35
50183 89 AGR03
50184 38 MAT01
50185 10 FIS01
50186 92 BIO10
50187 35 CHIM02
50188 48 IINF04
50189 29 INF01
50190 48 AGR03
50191 80 BIO10
50192 88 AGR03
50193 30 FIS01
50194 77 CHIM02
50195 82 MAT01
50196 31 CHIM02
50197 53 BIO10
50198 1 IINF04
50199 88 IINF04
50200 37 MED18
50201 73 MAT01
50202 96 MED18
50203 14 IINF05
50204 23 FIS01
50205 55 INF01
50206 52 INGIND35
50207 54 MED18
50208 91 INF01
50209 42 MED18
50210 37 FIS01
50211 41 AGR03
50212 4 CHIM02
50213 37 INF01
50214 98 INGIND35
50215 22 CHIM02
50216 19 IINF05
50217 54 BIO10
50218 95 INF01
50219 29 MAT01
50220 27 MED18
50221 29 IINF05
50222 72 IINF04
50223 48 INF01
50224 39 AGR03
50225 63 INGIND35
50226 14 MAT01
50227 40 FIS01
50228 72 FIS01
50229 13 INF01
50230 99 FIS01
50231 50 FIS01
50232 20 MAT01
50233 35 IINF05
50234 13 IINF05
50235 87 IINF05
50236 24 INGIND35
50237 90 BIO10
50238 62 FIS01
50239 40 INGIND35
50240 4 MAT01
50241 68 IINF04
50242 97 MED18
50243 40 INF01
50244 83 FIS01
50245 66 IINF04
50246 37 AGR03
50247 18 MED18
50248 37 CHIM02
50249 97 INF01
50250 31 MAT01
50251 71 FIS01
50252 86 FIS01
50253 47 IINF04
50254 68 BIO10
50255 23 FIS01
50256 46 CHIM02
50257 60 MED18
50258 38 MAT01
50259 17 MED18
50260 20 INGIND35
50261 27 CHIM02
50262 10 INGIND35
50263 60 CHIM02
50264 50 MED18
50265 68 IINF04
50266 32 MED18
50267 98 IINF04
50268 33 BIO10
50269 50 INF01
50270 35 CHIM02
50271 43 MAT01
50272 15 IINF04
50273 81 INGIND35
50274 36 CHIM02
50275 81 IINF04
50276 67 INF01
50277 77 CHIM02
50278 54 MED18
50279 89 MED18
50280 96 FIS01
50281 16 AGR03
50282 69 IINF05
50283 6 INGIND35
50284 97 INGIND35
50285 20 MAT01
50286 25 AGR03
50287 64 CHIM02
50288 68 INF01
50289 56 FIS01
50290 30 IINF04
50291 46 FIS01
50292 62 MED18
50293 98 FIS01
50294 33 BIO10
50295 38 IINF04
50296 99 IINF05
50297 19 MED18
50298 66 BIO10
50299 11 BIO10
50300 19 AGR03
50301 32 CHIM02
50302 30 CHIM02
50303 82 FIS01
50304 70 INF01
50305 1 FIS01
50306 77 MED18
50307 80 MED18
50308 74 BIO10
50309 4 IINF04
50310 4 BIO10
50311 76 MAT01
50312 17 MAT01
50313 97 IINF05
50314 65 FIS01
50315 90 IINF05
50316 79 INF01
50317 39 MAT01
50318 1 MED18
50319 63 IINF05
50320 86 MAT01
50321 23 FIS01
50322 18 INF01
50323 44 CHIM02
50324 4 BIO10
50325 15 CHIM02
50326 77 CHIM02
50327 65 INGIND35
50328 54 MAT01
50329 25 CHIM02
50330 63 IINF04
50331 98 IINF05
50332 58 INGIND35
50333 2 BIO10
50334 90 IINF04
50335 32 IINF05
50336 37 AGR03
50337 64 IINF04
50338 16 MAT01
50339 49 AGR03
50340 90 IINF04
50341 14 MAT01
50342 63 CHIM02
50343 34 MAT01
50344 54 MED18
50345 78 MAT01
50346 66 BIO10
50347 1 AGR03
50348 22 CHIM02
50349 7 AGR03
50350 66 BIO10
50351 90 MAT01
50352 42 BIO10
50353 48 MAT01
50354 20 FIS01
50355 8 IINF04
50356 88 INF01
50357 93 BIO10
50358 29 CHIM02
50359 27 CHIM02
50360 56 IINF05
50361 62 BIO10
50362 91 MED18
50363 3 IINF05
50364 89 CHIM02
50365 75 IINF05
50366 33 IINF04
50367 97 INGIND35
50368 59 INF01
50369 67 IINF05
50370 38 BIO10
50371 50 CHIM02
50372 73 BIO10
50373 75 CHIM02
50374 89 CHIM02
50375 70 MAT01
50376 59 IINF05
50377 62 AGR03
50378 85 FIS01
50379 42 INF01
50380 16 BIO10
50381 32 AGR03
50382 75 IINF04
50383 56 IINF05
50384 7 FIS01
50385 83 CHIM02
50386 69 IINF05
50387 11 FIS01
50388 15 CHIM02
50389 3 AGR03
50390 18 INF01
50391 15 IINF04
50392 40 INGIND35
50393 86 INGIND35
50394 63 AGR03
50395 21 MED18
50396 27 INGIND35
50397 93 BIO10
50398 73 IINF04
50399 48 IINF04
50400 48 IINF05
50401 39 IINF04
50402 23 BIO10
50403 15 CHIM02
50404 93 MAT01
50405 48 FIS01
50406 52 IINF05
50407 11 INGIND35
50408 45 FIS01
50409 43 AGR03
50410 88 BIO10
50411 15 IINF05
50412 23 FIS01
50413 39 MED18
50414 55 CHIM02
50415 28 BIO10
50416 62 IINF05
50417 27 INF01
50418 58 MED18
50419 8 MED18
50420 2 IINF04
50421 36 INGIND35
50422 56 FIS01
50423 67 MED18
50424 56 IINF05
50425 30 FIS01
50426 44 BIO10
50427 25 INF01
50428 27 IINF04
50429 43 INGIND35
50430 42 INGIND35
50431 21 IINF05
50432 43 BIO10
50433 78 IINF05
50434 54 FIS01
50435 9 MAT01
50436 75 MED18
50437 12 AGR03
50438 14 FIS01
50439 69 INF01
50440 83 MED18
50441 70 IINF05
50442 26 BIO10
50443 75 AGR03
50444 11 INF01
50445 92 IINF05
50446 24 MAT01
50447 72 IINF04
50448 6 IINF04
50449 67 IINF04
50450 54 BIO10
50451 54 CHIM02
50452 75 MED18
50453 88 MAT01
50454 75 AGR03
50455 98 INF01
50456 26 CHIM02
50457 91 INGIND35
50458 84 INGIND35
50459 24 INF01
50460 88 BIO10
50461 79 INGIND35
50462 91 MED18
50463 13 MED18
50464 88 IINF05
50465 98 AGR03
50466 71 BIO10
50467 68 CHIM02
50468 3 IINF05
50469 78 IINF04
50470 5 CHIM02
50471 49 BIO10
50472 27 MED18
50473 72 IINF05
50474 79 IINF05
50475 28 FIS01
50476 85 MED18
50477 86 INF01
50478 98 AGR03
50479 81 INF01
50480 81 IINF05
50481 24 IINF05
50482 26 INF01
50483 40 BIO10
50484 64 CHIM02
50485 46 MED18
50486 67 IINF05
50487 52 FIS01
50488 14 IINF05
50489 42 AGR03
50490 88 MED18
50491 58 FIS01
50492 45 IINF05
50493 88 CHIM02
50494 4 FIS01
50495 40 BIO10
50496 88 MED18
50497 25 FIS01
50498 19 CHIM02
50499 48 BIO10
50500 28 MED18
50501 98 MAT01
50502 41 INGIND35
50503 79 IINF04
50504 85 CHIM02
50505 77 INGIND35
50506 12 MED18
50507 78 INF01
50508 83 AGR03
50509 100 INGIND35
50510 27 FIS01
50511 55 IINF04
50512 1 IINF04
50513 38 CHIM02
50514 11 AGR03
50515 67 MAT01
50516 84 BIO10
50517 7 IINF05
50518 59 CHIM02
50519 58 AGR03
50520 27 INGIND35
50521 8 FIS01
50522 96 IINF05
50523 31 CHIM02
50524 22 INF01
50525 55 INF01
50526 88 INGIND35
50527 57 MAT01
50528 37 INF01
50529 73 MED18
50530 95 AGR03
50531 90 IINF05
50532 47 MED18
50533 66 AGR03
50534 42 CHIM02
50535 53 BIO10
50536 24 MAT01
50537 66 IINF05
50538 70 BIO10
50539 72 CHIM02
50540 100 AGR03
50541 32 INF01
50542 90 CHIM02
50543 54 MAT01
50544 2 FIS01
50545 42 INGIND35
50546 71 INF01
50547 64 AGR03
50548 60 INF01
50549 47 MAT01
50550 97 FIS01
50551 60 BIO10
50552 91 BIO10
50553 73 AGR03
50554 2 IINF04
50555 78 FIS01
50556 12 INGIND35
50557 28 BIO10
50558 36 BIO10
50559 17 INF01
50560 72 MAT01
50561 22 CHIM02
50562 66 IINF04
50563 31 INGIND35
50564 98 MAT01
50565 5 MAT01
50566 46 INGIND35
50567 64 MAT01
50568 84 MED18
50569 81 MED18
50570 47 BIO10
50571 88 INGIND35
50572 84 MAT01
50573 73 AGR03
50574 45 IINF05
50575 17 INGIND35
50576 87 BIO10
50577 2 AGR03
50578 96 FIS01
50579 48 CHIM02
50580 78 INGIND35
50581 52 INF01
50582 66 CHIM02
50583 86 CHIM02
50584 27 AGR03
50585 2 BIO10
50586 60 AGR03
50587 22 MED18
50588 73 IINF04
50589 65 AGR03
50590 73 INF01
50591 65 AGR03
50592 76 BIO10
50593 69 AGR03
50594 53 INGIND35
50595 41 CHIM02
50596 64 IINF05
50597 34 IINF04
50598 61 FIS01
50599 79 INGIND35
50600 75 CHIM02
50601 1 FIS01
50602 80 IINF05
50603 90 IINF04
50604 90 IINF04
50605 95 MED18
50606 31 CHIM02
50607 24 IINF04
50608 42 BIO10
50609 75 INF01
50610 98 FIS01
50611 87 IINF05
50612 96 INGIND35
50613 81 INF01
50614 11 AGR03
50615 24 MAT01
50616 78 INF01
50617 81 BIO10
50618 86 AGR03
50619 51 INGIND35
50620 10 MAT01
50621 39 FIS01
50622 30 BIO10
50623 68 FIS01
50624 98 AGR03
50625 15 MAT01
50626 24 MAT01
50627 58 BIO10
50628 50 BIO10
50629 84 MED18
50630 3 MAT01
50631 31 BIO10
50632 61 BIO10
50633 51 IINF04
50634 22 INGIND35
50635 21 BIO10
50636 12 AGR03
50637 81 INGIND35
50638 20 FIS01
50639 61 INGIND35
50640 54 IINF04
50641 96 IINF05
50642 92 MED18
50643 57 MED18
50644 22 CHIM02
50645 47 AGR03
50646 64 CHIM02
50647 31 AGR03
50648 65 MED18
50649 29 FIS01
50650 56 MED18
50651 17 INF01
50652 33 INF01
50653 45 INGIND35
50654 31 CHIM02
50655 10 MAT01
50656 78 MAT01
50657 66 FIS01
50658 72 AGR03
50659 71 IINF05
50660 21 CHIM02
50661 7 AGR03
50662 8 INGIND35
50663 52 IINF05
50664 4 MED18
50665 84 CHIM02
50666 78 AGR03
50667 18 INF01
50668 40 INF01
50669 44 FIS01
50670 43 MAT01
50671 16 IINF05
50672 73 IINF04
50673 100 MAT01
50674 75 INGIND35
50675 34 IINF05
50676 39 AGR03
50677 40 FIS01
50678 3 MED18
50679 10 INF01
50680 54 INF01
50681 41 AGR03
50682 43 INGIND35
50683 26 INF01
50684 23 MED18
50685 15 INGIND35
50686 52 BIO10
50687 28 AGR03
50688 2 INF01
50689 6 IINF04
50690 57 INGIND35
50691 44 INGIND35
50692 9 CHIM02
50693 73 INF01
50694 56 FIS01
50695 71 MED18
50696 58 AGR03
50697 68 AGR03
50698 78 IINF05
50699 45 CHIM02
50700 45 IINF05
50701 51 MED18
50702 51 INF01
50703 40 AGR03
50704 27 FIS01
50705 62 BIO10
50706 3 AGR03
50707 91 AGR03
50708 29 MED18
50709 71 MED18
50710 77 MED18
50711 65 INF01
50712 35 INGIND35
50713 5 IINF05
50714 27 BIO10
50715 3 IINF05
50716 70 FIS01
50717 79 IINF05
50718 43 FIS01
50719 60 MAT01
50720 30 MAT01
50721 91 AGR03
50722 10 IINF05
50723 43 INF01
50724 43 IINF05
50725 52 MED18
50726 15 CHIM02
50727 39 AGR03
50728 3 INF01
50729 76 IINF05
50730 97 IINF05
50731 100 MED18
50732 58 CHIM02
50733 86 MAT01
50734 96 BIO10
50735 18 INGIND35
50736 84 INF01
50737 13 INGIND35
50738 69 AGR03
50739 64 IINF04
50740 49 INF01
50741 78 IINF05
50742 22 CHIM02
50743 81 IINF05
50744 65 AGR03
50745 59 AGR03
50746 48 AGR03
50747 54 AGR03
50748 83 INGIND35
50749 49 BIO10
50750 64 INGIND35
50751 63 AGR03
50752 46 INGIND35
50753 11 BIO10
50754 10 MED18
50755 88 INF01
50756 91 FIS01
50757 50 MAT01
50758 88 BIO10
50759 63 MAT01
50760 6 MAT01
50761 15 INF01
50762 78 INF01
50763 83 IINF05
50764 46 INGIND35
50765 33 AGR03
50766 61 IINF05
50767 99 FIS01
50768 97 IINF05
50769 47 CHIM02
50770 20 INF01
50771 27 IINF05
50772 22 INF01
50773 78 MED18
50774 9 INF01
50775 49 AGR03
50776 22 BIO10
50777 93 INGIND35
50778 38 IINF04
50779 35 CHIM02
50780 63 FIS01
50781 58 IINF04
50782 90 IINF05
50783 92 INGIND35
50784 91 INGIND35
50785 43 INGIND35
50786 71 MAT01
50787 68 MAT01
50788 44 MED18
50789 43 BIO10
50790 50 FIS01
50791 75 INF01
50792 26 INF01
50793 69 MAT01
50794 9 INF01
50795 94 AGR03
50796 47 IINF05
50797 52 INF01
50798 54 FIS01
50799 52 IINF04
50800 90 FIS01
50801 64 FIS01
50802 56 INGIND35
50803 20 IINF04
50804 72 BIO10
50805 48 BIO10
50806 9 INF01
50807 59 BIO10
50808 43 INGIND35
50809 2 CHIM02
50810 82 INF01
50811 85 AGR03
